task_id,task_name,status,commit_sha,merged,tests_status,evidence_file,build_pack_mapping,duplicate_of,recommended_action,notes
"#145","Combine in-app notifications into one per day","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#146","Show athlete career timelines with their own shareable page","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#147","Let athletes appear in a short looping highlight video","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#148","Confirm the personalized feed keeps learning as testers use it","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#149","Confirm the daily notification fold can't silently break","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#150","Make sure the notification badge count can't disagree with the bell","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#151","Confirm marking a day read clears the whole day's notifications","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#160","Doelen-engine: meerjarige doelen met dagelijkse bewaking","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#161","Doelen ook laten meesturen in het dagelijkse coach-advies op Vandaag","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#162","Maandelijkse doelen-check automatisch laten draaien als geplande taak","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#164","Laat de gezondheidscheck zien of de maandelijkse doelen-review echt gedraaid heeft","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#166","Waarschuw als een geplande taak nooit als Scheduled Deployment is aangemaakt","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#167","Automatically test the scheduled-tasks overview so it can't silently break","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#169","Interactief trainingsschema","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#170","Verplichte koppelstap in onboarding","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#171","Make sure the training feedback → adjustment flow can't silently break","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#172","Confirm new athletes can't get stuck at the connect step","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#173","Auto-import real data the moment an athlete connects during onboarding","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#175","Confirm connecting Strava during onboarding really removes fields from the gap-fill","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#176","Make a failed first Strava import visible and recoverable on the Today screen","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#177","Make sure onboarding resumes at the right step after returning from Strava","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#181","Make sure a rejected Sparki proposal never quietly changes the plan","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#182","Guarantee one athlete can never adjust another athlete's workout","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#183","Make sure no athlete can read or change another athlete's data anywhere","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#184","Make athlete B unable to touch A's activity imports, session logs, and metrics","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#185","Stop non-owners getting a misleading 'success' when deleting someone else's nutrition log","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#186","Make sure a coach or parent can only reach athletes they're actually linked to","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#187","Make sure a coach/parent loses access the moment a link is revoked","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#188","Confirm privacy sharing levels actually limit what a linked coach/parent can see","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#189","Confirm an athlete who shares nothing stays private from a linked coach","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#190","Make sure the unlink button only removes your own coach/parent link","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#191","Make sure a private note an athlete marked 'don't share' never reaches a coach or parent","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#192","Make sure a coach or parent never sees an athlete's raw private words","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#194","Warn athletes when unlinking a coach or parent that couldn't be removed","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#195","Make sure a coach or parent can also end a link from their side","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#198","Opruimen subrepl git-remotes en branches","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#199","Make sure publishing can't silently break on the health check again","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#203","Fase 2 — De aandachtswet","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#204","Let riders record and save a ride from the phone","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#205","Confirm turn-by-turn navigation works on a real phone","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#208","Keep recording a ride even when the screen locks or the app is backgrounded","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#209","Let riders record a free ride without picking a route first","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#210","Make sure a saved phone ride always becomes a real training session","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#211","Let riders name and add notes to a recorded free ride","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#212","Keep recording a ride when the phone screen locks or the app backgrounds","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#217","Don't lose a ride if the app is killed mid-ride","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#218","Let riders rename or add notes to a saved ride afterwards","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#219","Make sure a rider's ride note survives a merge with a Strava import","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#220","Let riders recover a killed ride from the turn-by-turn navigate screen too","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#221","Make sure a killed ride is never silently lost","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#224","Kwaliteitsronde: Vandaag & Trainen","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#225","App-herindeling: hoofdmenu met 9 hoofdstukken","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#228","Stabiliseer test-workflows tegen resource-race bij opstarten","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#231","Make sure every chapter is reachable on real accounts (coach & parent too)","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#232","Give the new Lichaam Mentaal section real functionality","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#235","Let athletes note how a training felt mentally, not just physically","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#236","Make sure the Mentaal section can't silently break","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#237","Make sure a rider's ride title survives a Strava merge too","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#245","Give feedback when ""Pas mijn plan aan"" runs","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#246","Zoekbare klimmenverkenner met omschrijvingen","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#249","Mechanieker: Fietsengarage & upgrade-advies","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#250","Mechanieker: Bluetooth-onderdelen per fiets","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#254","Losse sensor met één tik aan een fiets kunnen hangen","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#255","Sensoren ook live uitlezen in de mobiele app tijdens een rit","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#257","Voorkom dat de Fietsengarage stilletjes kapot gaat bij het koppelen van sensoren","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#258","Neem wattage, hartslag en cadans ook echt op in het opgeslagen ritbestand","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#260","Toon live sensorwaarden terug in het ritdetail na opslaan","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#261","Voorkom dat een crash tijdens een sensorrit de gemeten waarden verliest","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#262","Laat een herstelde rit ook de naam/notitie-check doorlopen voor het opslaan","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#263","Toon gemeten sensorwaarden ook bij eerdere ritten in de trainingslijst","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#264","Controleer dat de sensor-samenvatting klopt met wat in het GPX-bestand belandt","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#266","Open een rit uit de lijst voor een detailweergave met kaart","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#267","Voorkom dat de ritlijst stilletjes breekt als het backend-antwoord verandert","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#270","Bekijk het hoogteprofiel van een gereden rit in het detailscherm","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#271","Sla een gereden rit vanuit het detailscherm op als herbruikbare route","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#272","Automatisch bewaken dat het rit-detail met kaartdata blijft werken","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#277","Tik op het hoogteprofiel om de hoogte op elk punt van de rit te zien","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#278","Voorkom dat het hoogteprofiel van een rit stilletjes uit de app verdwijnt","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#280","Zorg dat het hoogteprofiel al bij het inlezen van een rit correct wordt opgeslagen","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#281","Zorg dat het hoogteprofiel van FIT- en TCX-ritten niet stilletjes kan verdwijnen","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#285","Gegevens-opschoning vooraf invullen met eigen Clerk-ID","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#286","Vul ook het Gegevensvertrouwen-inspectieveld vooraf in met je eigen account","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#287","Zorg dat het vooraf ingevulde eigen account op de adminpagina niet stilletjes kan breken","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#288","Voorkom dat de hele adminpagina stilletjes kapot gaat na een refactor","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#292","Ruim de laatste losse kleurcodes en ✓-tekens op zodat de huisstijl overal klopt","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#294","Make sure adding a training never silently fails or disappears without confirmation","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#297","Voorkom dat nieuwe signaalsoorten ooit als technische code zichtbaar worden","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#298","Toon ook op de Jij-pagina geen stellige herstelstatus bij weinig data","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#301","Confirm route generation stays fast after a code change","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#302","Stop the route rationale from going silent when ORS is rate-limited","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#303","Cache identical route requests so repeat taps never hit ORS twice","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#314","Automatically confirm the race wizard actually saves a race end-to-end","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#315","Let athletes edit their race after saving it using the same guided wizard","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#316","Prevent a wrong wizard proposal when the athlete has no experience level set","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#320","Herstel de Vandaag-paginatest die nu al faalt","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#321","Controleer dat kale schermen (onboarding, tester-welkom, wedstrijd-room) er goed uitzien na de shell-unificatie","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#322","Bewaarde items en 'minder hiervan' meenemen naar al je apparaten","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#323","Laat de Ontdekken-feed leren van wat je echt opent en bewaart","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#328","Toon het échte klimprofiel van klimwegen zoals de Cauberg (nu te lang en te vlak)","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#329","Vang stille regressies in de klimmen-zoekfunctie automatisch af","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#332","Laat de Fietsscan-knop direct bij de scan uitkomen, niet bovenaan Mechanieker","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#333","Maak materiaalnieuws persoonlijk: herken nieuws over jouw eigen fiets en onderdelen","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#335","Zorg dat het naslagwerk van een andere sporter nooit in jouw adviezen kan lekken","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#336","Maak de projectgeschiedenis blijvend licht zodat publiceren niet opnieuw tegen de limiet loopt","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#337","Waarschuw automatisch vóórdat de app te groot wordt om te publiceren","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#338","Ruim de zware export-zips en git-historie op zodat publiceren ruim binnen de limiet blijft","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#340","Maak de klimmenzoektocht merkbaar sneller (resultaten onthouden per gebied)","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#341","Voorkom dat de klimmen-cache eindeloos groeit in de database","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#342","Zorg dat een cache-hit in de Klimmenverkenner nooit stiekem verouderde data kan tonen","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#343","Make sure the climb-cache cleanup can't silently stop working","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#345","Bewaak dat deep-links naar Routes-tabbladen altijd goed blijven landen","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#346","Geef ook het Jij-hoofdstuk de nieuwe tabbalk als René dat wil","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#349","Maak ook de lokale projectmap echt licht zodat publiceren onder de limiet blijft","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#350","Waarschuw vroeg als de projectmap weer richting de publiceerlimiet groeit","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#351","Ruim de weer gegroeide .git-map op vóór de volgende publicatie","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#352","Verwijder de audit-zip (0,5 GB) zodra je hem veilig hebt gedownload","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#353","Vang het direct af als een merge een pakket weghaalt dat de app nog nodig heeft","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#354","Vang ook kapotte imports in de mobiele app direct na een merge","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#356","Maak van /plan één professioneel, adaptief trainingsplan met wizard en doelkaart","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#358","Laat een training verkorten of verplaatsen direct vanuit de dagkaart","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#359","Controleer dat de plan-wizard van vraag tot gebouwd plan blijft werken","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#362","Maak de plandagkaart-controles weer betrouwbaar groen na de merge","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#364","Laat Sparki routes echt verbeteren op basis van gebruikerscommentaar","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#365","Vul de EU-kaart geleidelijk met bibliotheekroutes via een nachtelijke taak","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#366","Automatische controle op de routebibliotheek-endpoints","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#371","Voorkom dat doodlopende-weg-routes ooit terugkomen in de bibliotheek","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#372","Laat routes vaker écht om stoplichten en woonwijken heen kiezen","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#376","Bouw de Stripe-testomgeving: proef, checkout en webhooks volgens het fase-1-ontwerp","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#377","Zorg dat het dev-testaccount dezelfde FTP toont als zijn meetgeschiedenis","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#378","Mentale Training: diepgang per kaart instelbaar met sterren","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#382","Herbereken belastingscores die nog op de achterhaalde 331W-FTP leunen","AFGEROND_EN_GEMERGED","","ja","","","WP-A01","","geen",""
"#383","Ruim verouderde en dubbele AI-observaties op (331W, oude doelen, herhaalde strekking)","AFGEROND_EN_GEMERGED","","ja","","","WP-A02","","geen",""
"#384","Sterren-beoordeling op alles wat Sparki voor je bouwt, als vaste audit-input","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#385","Maak het verschil tussen Gratis en Go zichtbaar (upgrade-meldingen op Go-only onderdelen)","AFGEROND_EN_GEMERGED","","ja","","","WP-A06A/WP-A27 (Gratis vs Go)","","geen",""
"#387","Beslis over de oude 410W-FTP-rij die de historische belastingscores van de tweede gebruiker nog stuurt","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#391","Laat verouderde observaties vanzelf opruimen, niet alleen handmatig","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#395","Toon de automatische observatie-opschoning in het beheeroverzicht Geplande taken","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#396","Laat de upgrade-melding doorklikken naar een echte upgrade-actie","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#397","Vang toekomstige merge-schade in admin-routes vóór publicatie","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#398","Maak de systeemmodus-test weer groen (staat nu rood op main)","AFGEROND_EN_GEMERGED","","ja","","","","","geen",""
"#2","Ship a mobile app","GESTOPT_OF_VERVALLEN","","nee","","","","","volgen",""
"#8","Connect a race calendar so events fill in automatically","GESTOPT_OF_VERVALLEN","","nee","","","","","volgen",""
"#9","Make race phasing reliable with automated checks","GESTOPT_OF_VERVALLEN","","nee","","","","","volgen",""
"#14","Run the daily knowledge scan automatically in production","GESTOPT_OF_VERVALLEN","","nee","","","","","volgen",""
"#15","Let admins trigger a knowledge refresh from the app","GESTOPT_OF_VERVALLEN","","nee","","","","","volgen",""
"#16","Broaden equipment & sports-news coverage in the knowledge base","GESTOPT_OF_VERVALLEN","","nee","","","","","volgen",""
"#28","Tell users when their first training plan can't be built","GESTOPT_OF_VERVALLEN","","nee","","","","","volgen",""
"#29","Sync the database schema so deploys don't hit missing tables","GESTOPT_OF_VERVALLEN","","nee","","","","","volgen",""
"#66","Show Sparki's daily coaching analysis to athletes in the app","GESTOPT_OF_VERVALLEN","","nee","","","","","volgen",""
"#67","Let athletes answer Sparki's follow-up questions to sharpen its coaching","GESTOPT_OF_VERVALLEN","","nee","","","","","volgen",""
"#68","Send athletes a daily Sparki coaching summary automatically","GESTOPT_OF_VERVALLEN","","nee","","","","","volgen",""
"#80","Show equipment wear reminders on the Today screen too","GESTOPT_OF_VERVALLEN","","nee","","","","","volgen",""
"#81","Let athletes set how often each bike part should be checked","GESTOPT_OF_VERVALLEN","","nee","","","","","volgen",""
"#84","Give each coach type its own voice (Coach Engine V2)","GESTOPT_OF_VERVALLEN","","nee","","","","","volgen",""
"#85","Lock in that each athlete type gets a different coach","GESTOPT_OF_VERVALLEN","","nee","","","","","volgen",""
"#86","Let athletes preview Sparki's coaching as different rider types in the live app","GESTOPT_OF_VERVALLEN","","nee","","","","","volgen",""
"#87","Make sure the new Home coach hero keeps working as the engine changes","GESTOPT_OF_VERVALLEN","","nee","","","","","volgen",""
"#93","Onboard more testers with named tester numbers, not just the head tester","GESTOPT_OF_VERVALLEN","","nee","","","","","volgen",""
"#97","Let athletes get fresh knowledge picks every week","GESTOPT_OF_VERVALLEN","","nee","","","","","volgen",""
"#98","Cover the knowledge feed with automated UI tests","GESTOPT_OF_VERVALLEN","","nee","","","","","volgen",""
"#100","Automatically test that testers get notified on report status changes","GESTOPT_OF_VERVALLEN","","nee","","","","","volgen",""
"#101","Automatically test that testers can submit feedback with a screenshot","GESTOPT_OF_VERVALLEN","","nee","","","","","volgen",""
"#102","Block non-admins from the tester feedback inbox","GESTOPT_OF_VERVALLEN","","nee","","","","","volgen",""
"#103","Email testers when their report status changes","GESTOPT_OF_VERVALLEN","","nee","","","","","volgen",""
"#104","Automatically test bug-report submission and admin triage so they can't silently break","GESTOPT_OF_VERVALLEN","","nee","","","","","volgen",""
"#105","Show testers an unread badge when Sparki replies to a report","GESTOPT_OF_VERVALLEN","","nee","","","","","volgen",""
"#106","Automatically test the tester reply thread so it can't silently break","GESTOPT_OF_VERVALLEN","","nee","","","","","volgen",""
"#120","Make sure the ride's effort-vs-feeling read can't give misleading advice","GESTOPT_OF_VERVALLEN","","nee","","","","","volgen",""
"#138","Stop the FTP growth-range forecast from silently breaking","GESTOPT_OF_VERVALLEN","","nee","","","","","volgen",""
"#143","Run every safety check automatically so guards can't be forgotten","GESTOPT_OF_VERVALLEN","","nee","","","","","volgen",""
"#153","Make clearing a day in the bell fail-proof against partial clears","GESTOPT_OF_VERVALLEN","","nee","","","","","volgen",""
"#163","Automatische regressietest voor de doelen-verdicten (op koers / aandacht / risico)","GESTOPT_OF_VERVALLEN","","nee","","","","","volgen",""
"#168","Warn the admin when a scheduled job silently stops running","GESTOPT_OF_VERVALLEN","","nee","","","","","volgen",""
"#200","Confirm the athlete's unlink warning still shows when a revoke removes nothing","GESTOPT_OF_VERVALLEN","","nee","","","","","volgen",""
"#202","Tell athletes when a coach or parent ends the link from their side","GESTOPT_OF_VERVALLEN","","nee","","","","","volgen",""
"#206","Warn riders plainly when the map key is missing so navigation never looks broken","GESTOPT_OF_VERVALLEN","","nee","","","","","volgen",""
"#207","Keep the phone screen awake while riders navigate a route","GESTOPT_OF_VERVALLEN","","nee","","","","","volgen",""
"#222","Make sure a killed ride can always be recovered, on every screen","GESTOPT_OF_VERVALLEN","","nee","","","","","volgen",""
"#223","Make sure a killed ride actually resurfaces for the rider on relaunch","GESTOPT_OF_VERVALLEN","","nee","","","","","volgen",""
"#240","Give coaches and parents their own Profile screen instead of the empty athlete one","GESTOPT_OF_VERVALLEN","","nee","","","","","volgen",""
"#241","Lock in the role-aware menu so a coach or parent never gets athlete-only chapters","GESTOPT_OF_VERVALLEN","","nee","","","","","volgen",""
"#242","Remove the retired bottom navigation bar leftover code","GESTOPT_OF_VERVALLEN","","nee","","","","","volgen",""
"#243","Let athletes look back at their mental notes over time","GESTOPT_OF_VERVALLEN","","nee","","","","","volgen",""
"#244","Prove the mental-pattern insights stay honest as reflections accumulate","GESTOPT_OF_VERVALLEN","","nee","","","","","volgen",""
"#259","Controleer automatisch dat de sensor-uitlezing (watt/hartslag/cadans) niet stuk kan gaan","GESTOPT_OF_VERVALLEN","","nee","","","","","volgen",""
"#269","Zorg dat een herstelde rit nooit stil verloren gaat na annuleren of een mislukte save","GESTOPT_OF_VERVALLEN","","nee","","","","","volgen",""
"#282","Toon het hoogteprofiel ook voor ritten uit FIT- en TCX-bestanden","GESTOPT_OF_VERVALLEN","","nee","","","","","volgen",""
"#283","Controleer dat het val-alarm op de fiets echt afgaat op het juiste moment","GESTOPT_OF_VERVALLEN","","nee","","","","","volgen",""
"#284","Laat coach/ouders het val-alarm bevestigen zodat de renner weet dat het gezien is","GESTOPT_OF_VERVALLEN","","nee","","","","","volgen",""
"#289","Voorkom dat een drill-in gezondheidscheckpagina stilletjes kapot gaat","GESTOPT_OF_VERVALLEN","","nee","","","","","volgen",""
"#290","Voorkom dat de Mechanieker-pagina breekt als dev- en prod-database uit elkaar lopen","GESTOPT_OF_VERVALLEN","","nee","","","","","volgen",""
"#291","Breng het eerste echte scherm over op de nieuwe Sparki-huisstijlfundering","GESTOPT_OF_VERVALLEN","","nee","","","","","volgen",""
"#293","Breng ook de losse kleurcodes buiten de kaartnavigatie onder in de huisstijl","GESTOPT_OF_VERVALLEN","","nee","","","","","volgen",""
"#295","Make sure the training-block builder also confirms saves and shows errors","GESTOPT_OF_VERVALLEN","","nee","","","","","volgen",""
"#296","Catch a silent save failure in the training form before it ships","GESTOPT_OF_VERVALLEN","","nee","","","","","volgen",""
"#307","Catch a missed or modified workout being shown as 'upcoming' in the plan calendar","GESTOPT_OF_VERVALLEN","","nee","","","","","volgen",""
"#308","Make sure the Analyse workspace doesn't crash when an athlete has no data yet","GESTOPT_OF_VERVALLEN","","nee","","","","","volgen",""
"#309","Prevent duplicate Strava FTP entries from being imported more than once","GESTOPT_OF_VERVALLEN","","nee","","","","","volgen",""
"#310","Make sure a stale derived FTP can't silently replace a real test result","GESTOPT_OF_VERVALLEN","","nee","","","","","volgen",""
"#311","Prevent a single admin from shutting down the service alone","GESTOPT_OF_VERVALLEN","","nee","","","","","volgen",""
"#312","Confirm the ops dashboard and system-mode routes survive a server restart clean","GESTOPT_OF_VERVALLEN","","nee","","","","","volgen",""
"#313","Let Dylan and Tessa officially confirm their continuity-admin role in the vault","GESTOPT_OF_VERVALLEN","","nee","","","","","volgen",""
